instance_id,gold_pass,total_cost_usd,tokens_per_edit,loop_count,model_family,_n_edits,_n_reads,_n_bash,_n_errors,_n_messages,_est_tokens
zarr-developers__zarr-python-2286,0,0.039012,1514.5,100,qwen3-30b,23,24,45,7,201,34832
r1chardj0n3s__parse-184,1,0.058728,4766.9,74,qwen3-30b,11,16,44,1,149,52436
just-work__fffw-122,0,0.072832,3825.2,70,qwen3-30b,17,13,35,1,141,65028
tobymao__sqlglot-1394,0,0.038046,5661.7,60,qwen3-30b,6,16,35,2,121,33970
adamboche__python-marshmallow-union-29,1,0.036688,2978.0,56,qwen3-30b,11,9,33,7,113,32758
hugovk__pypistats-86,0,0.068882,3075.1,80,qwen3-30b,20,12,44,3,161,61502
wright-group__WrightTools-1075,1,0.056286,8375.8,37,qwen3-30b,6,8,20,2,75,50255
elastic__apm-agent-python-1619,0,0.067199,4999.9,82,qwen3-30b,12,33,33,7,165,59999
tobymao__sqlglot-3731,0,0.056771,2981.7,100,qwen3-30b,17,31,50,6,201,50688
missionpinball__mpf-1226,0,0.067608,4643.4,81,qwen3-30b,13,23,41,5,163,60364
wemake-services__wemake-python-styleguide-1649,0,0.070152,2847.1,100,qwen3-30b,22,28,47,7,201,62636
honeybadger-io__honeybadger-python-58,1,0.051263,3520.8,57,qwen3-30b,13,12,27,2,115,45771
dbcli__athenacli-42,1,0.037274,6656.0,39,qwen3-30b,5,9,20,1,79,33280
psf__black-3451,0,0.039447,1304.5,100,qwen3-30b,27,22,48,10,201,35220
Sceptre__sceptre-1277,0,0.044329,3298.3,71,qwen3-30b,12,10,44,12,143,39580
marrink-lab__vermouth-martinize-280,1,0.079797,10178.1,78,qwen3-30b,7,28,37,11,157,71247
altair-viz__altair-2874,0,0.051264,6538.7,55,qwen3-30b,7,20,24,12,111,45771
tobgu__pyrsistent-107,0,0.064737,5780.1,48,qwen3-30b,10,9,24,0,97,57801
dask__dask-3767,0,0.028958,4309.2,61,qwen3-30b,6,17,34,4,123,25855
erikrose__parsimonious-113,0,0.071724,2561.6,88,qwen3-30b,25,24,36,12,177,64039
pybamm-team__PyBaMM-491,1,0.051034,5695.8,74,qwen3-30b,8,27,36,1,149,45566
simpeg__simpeg-1342,1,0.061381,6850.6,91,qwen3-30b,8,26,52,4,183,54804
kinegratii__borax-21,1,0.056595,7218.8,48,qwen3-30b,7,12,26,0,97,50532
QualiSystems__cloudshell-networking-juniper-48,1,0.060428,2248.1,77,qwen3-30b,24,21,29,2,155,53954
btel__svg_utils-62,1,0.050634,6458.5,57,qwen3-30b,7,13,35,3,115,45209
BAMWelDX__weldx-429,0,0.063775,9490.3,52,qwen3-30b,6,12,31,0,105,56942
celery__kombu-1754,1,0.035899,8013.1,36,qwen3-30b,4,9,20,1,73,32052
omni-us__jsonargparse-248,1,0.027815,3547.8,51,qwen3-30b,7,14,27,3,103,24834
bluss__pyproject-local-kernel-19,0,0.056952,4237.5,62,qwen3-30b,12,13,31,3,125,50850
pre-commit__pre-commit-1435,1,0.062725,3733.7,62,qwen3-30b,15,14,30,1,125,56005
numba__numba-5935,1,0.064957,4833.1,85,qwen3-30b,12,26,44,9,171,57997
glotzerlab__signac-622,1,0.049783,5556.2,57,qwen3-30b,8,14,31,4,115,44450
marshmallow-code__webargs-584,1,0.059581,6649.7,55,qwen3-30b,8,15,27,3,111,53197
ESMValGroup__ESMValCore-306,1,0.043496,4854.5,52,qwen3-30b,8,17,22,4,105,38836
briancurtin__deprecation-37,1,0.030312,3866.4,33,qwen3-30b,7,6,16,0,67,27064
repobee__repobee-336,1,0.075634,4502.0,92,qwen3-30b,15,27,36,11,185,67530
asottile__pyupgrade-243,0,0.06745,7527.9,66,qwen3-30b,8,20,34,2,133,60224
MycroftAI__lingua-franca-226,1,0.06883,6828.4,69,qwen3-30b,9,18,36,1,139,61455
scipp__plopp-151,1,0.056406,5036.3,62,qwen3-30b,10,19,29,2,125,50363
PennyLaneAI__pennylane-4366,0,0.058672,7483.6,59,qwen3-30b,7,17,32,3,119,52386
Arelle__Arelle-1107,0,0.053691,9587.6,55,qwen3-30b,5,12,34,6,111,47938
eyeseast__python-frontmatter-31,0,0.019972,1621.1,52,qwen3-30b,11,14,20,3,105,17832
andersbogsnes__ml_tooling-424,0,0.058533,7466.0,58,qwen3-30b,7,16,30,7,117,52262
planetlabs__planet-client-python-713,0,0.027556,24603.8,36,qwen3-30b,1,8,20,5,73,24604
dask__dask-5777,0,0.039586,3213.2,90,qwen3-30b,11,33,43,5,181,35345
yt-project__unyt-437,1,0.029149,5205.1,47,qwen3-30b,5,9,29,4,95,26026
jboss-dockerfiles__dogen-101,1,0.052064,5165.1,47,qwen3-30b,9,15,20,1,95,46486
nipy__nipype-1937,0,0.041392,5279.5,40,qwen3-30b,7,10,20,2,81,36957
Unidata__MetPy-3307,1,0.042173,9413.6,40,qwen3-30b,4,10,22,1,81,37654
BrandwatchLtd__api_sdk-62,1,0.017775,2267.2,43,qwen3-30b,7,10,19,1,87,15870
python-visualization__branca-90,1,0.043842,3011.1,62,qwen3-30b,13,19,21,0,125,39144
disconnect3d__cint-10,0,0.047802,3283.1,51,qwen3-30b,13,5,28,3,103,42680
schuderer__mllaunchpad-148,0,0.050505,9018.7,40,qwen3-30b,5,14,16,1,81,45094
somm15__PyViCare-198,1,0.063085,9387.7,60,qwen3-30b,6,18,32,6,121,56326
tsdat__tsdat-222,1,0.044841,5004.6,67,qwen3-30b,8,18,32,4,135,40037
fsspec__filesystem_spec-1616,1,0.047008,5246.4,55,qwen3-30b,8,11,33,4,111,41971
pytorch__ignite-734,0,0.04901,14586.3,38,qwen3-30b,3,12,19,1,77,43759
conan-io__conan-15271,0,0.035773,4562.9,39,qwen3-30b,7,7,21,2,79,31940
jd__tenacity-164,1,0.061676,4236.0,60,qwen3-30b,13,15,29,2,121,55068
lebedov__msgpack-numpy-43,1,0.038044,1998.1,54,qwen3-30b,17,11,23,0,109,33968
astropy__pyvo-613,0,0.035688,4552.1,62,qwen3-30b,7,16,35,3,125,31864
podhmo__handofcats-15,1,0.031837,2030.4,70,qwen3-30b,14,13,41,3,141,28426
DOV-Vlaanderen__pydov-211,0,0.044746,3329.3,76,qwen3-30b,12,17,44,7,153,39952
geopandas__geopandas-1173,0,0.063558,2702.3,87,qwen3-30b,21,22,41,3,175,56748
googleapis__python-firestore-16,0,0.086556,6440.2,75,qwen3-30b,12,17,42,7,151,77282
scipp__plopp-126,0,0.074966,5148.8,100,qwen3-30b,13,24,61,7,201,66934
dpkp__kafka-python-1239,0,0.056304,4189.2,82,qwen3-30b,12,29,35,4,165,50271
beeware__briefcase-864,0,0.057229,2838.8,86,qwen3-30b,18,19,45,8,173,51098
pypa__setuptools_scm-897,0,0.03896,5797.6,55,qwen3-30b,6,15,32,1,111,34786
python-versioneer__python-versioneer-222,0,0.058119,2731.1,86,qwen3-30b,19,19,42,5,173,51892
borgbackup__borg-7712,1,0.075356,3957.8,100,qwen3-30b,17,31,50,10,201,67282
datalad__datalad-next-518,1,0.040568,7244.2,50,qwen3-30b,5,16,25,4,101,36221
automl__SMAC3-368,1,0.045424,3379.7,61,qwen3-30b,12,17,29,3,123,40557
wemake-services__wemake-python-styleguide-2619,0,0.047729,1704.6,100,qwen3-30b,25,18,55,7,201,42615
mhostetter__galois-551,0,0.049542,2010.6,100,qwen3-30b,22,32,43,7,201,44234
Stratoscale__skipper-164,1,0.056177,10031.5,42,qwen3-30b,5,13,18,4,85,50158
M0r13n__pyais-56,1,0.046146,6867.0,53,qwen3-30b,6,13,23,0,107,41202
tobymao__sqlglot-3418,0,0.027955,2269.1,63,qwen3-30b,11,14,35,5,127,24960
jupyterhub__oauthenticator-116,1,0.03516,4484.6,38,qwen3-30b,7,10,19,5,77,31392
tinosulzer__PyBaMM-126,0,0.0278,3546.0,59,qwen3-30b,7,18,30,5,119,24822
Dorthu__openapi3-94,1,0.04027,5136.4,33,qwen3-30b,7,6,16,3,67,35955
KIT-IAI__pyWATTS-92,0,0.057842,5164.4,51,qwen3-30b,10,16,21,9,103,51644
asottile__yesqa-44,1,0.037209,4746.0,34,qwen3-30b,7,8,14,3,69,33222
ARMmbed__yotta-804,1,0.058615,7476.5,49,qwen3-30b,7,8,29,0,99,52335
bridgecrewio__checkov-536,1,0.035788,2662.8,54,qwen3-30b,12,10,28,2,109,31954
cloudevents__sdk-python-71,1,0.05654,5609.1,53,qwen3-30b,9,14,26,1,107,50482
rthalley__dnspython-255,0,0.065161,5289.0,72,qwen3-30b,11,22,35,8,145,58180
model-bakers__model_bakery-486,0,0.086894,3373.2,100,qwen3-30b,23,26,49,5,201,77584
repobee__repobee-509,1,0.063253,4706.3,75,qwen3-30b,12,26,34,5,151,56476
hgrecco__pint-1633,0,0.052873,1967.0,93,qwen3-30b,24,18,47,9,187,47208
cuenca-mx__cuenca-python-129,0,0.052327,4247.3,57,qwen3-30b,11,14,28,5,115,46720
d-Rickyy-b__pyBrematic-30,1,0.053131,11859.6,39,qwen3-30b,4,12,21,0,79,47438
Turbo87__utm-31,1,0.032974,4205.9,36,qwen3-30b,7,9,16,2,73,29442
allrod5__parameters-validation-3,1,0.034948,7800.9,34,qwen3-30b,4,11,15,1,69,31204
kedro-org__kedro-4406,1,0.050063,4469.9,58,qwen3-30b,10,13,31,2,117,44700
IAMconsortium__nomenclature-477,0,0.078904,5870.8,73,qwen3-30b,12,24,33,3,147,70450
librosa__librosa-1501,1,0.047523,8486.2,50,qwen3-30b,5,17,25,1,101,42431
nilearn__nilearn-5059,0,0.046603,6934.9,69,qwen3-30b,6,23,35,5,141,41610
pydicom__pydicom-1539,1,0.06544,6492.1,58,qwen3-30b,9,15,30,2,117,58428
alanmcruickshank__sqlfluff-188,1,0.079833,7920.0,71,qwen3-30b,9,16,42,12,143,71280
aiogram__aiogram-1247,1,0.036592,2970.1,57,qwen3-30b,11,17,26,4,115,32672
fastscape-lem__fastscape-32,1,0.030842,4589.6,40,qwen3-30b,6,8,24,0,81,27538
coverahealth__dataspec-4,1,0.049452,11038.3,48,qwen3-30b,4,12,30,3,97,44153
simonw__files-to-prompt-36,0,0.03082,3057.5,47,qwen3-30b,9,11,23,0,95,27518
DCC-Lab__RayTracing-258,1,0.040319,3999.9,43,qwen3-30b,9,10,21,2,87,35999
cwacek__python-jsonschema-objects-190,1,0.056073,2503.3,70,qwen3-30b,20,15,31,2,141,50065
MasoniteFramework__core-16,0,0.052086,5167.3,57,qwen3-30b,9,9,35,3,115,46506
fepegar__torchio-1116,1,0.035328,5257.1,43,qwen3-30b,6,11,19,1,87,31543
omni-us__jsonargparse-502,1,0.044986,8033.3,44,qwen3-30b,5,11,25,0,89,40166
datalad__datalad-next-518,1,0.049331,8809.0,39,qwen3-30b,5,14,16,1,79,44045
wemake-services__wemake-python-styleguide-2411,1,0.068016,5520.8,76,qwen3-30b,11,16,34,3,153,60729
tobymao__sqlglot-3630,1,0.081144,3622.5,94,qwen3-30b,20,15,56,14,189,72450
cloud-custodian__cloud-custodian-5532,0,0.045674,4078.0,75,qwen3-30b,10,17,43,5,151,40780
oauthlib__oauthlib-757,1,0.048752,6218.4,58,qwen3-30b,7,18,30,4,117,43529
benmoran56__esper-81,0,0.048319,6163.1,42,qwen3-30b,7,13,17,2,85,43142
scverse__spatialdata-605,1,0.041346,4614.5,61,qwen3-30b,8,20,29,8,123,36916
robotframework__SeleniumLibrary-1677,0,0.052942,7878.3,47,qwen3-30b,6,10,27,1,95,47270
psf__black-2758,1,0.042676,4762.9,52,qwen3-30b,8,10,30,3,105,38103
pika__pika-851,0,0.044061,5620.0,52,qwen3-30b,7,11,31,0,105,39340
Diaoul__babelfish-50,0,0.075629,2411.6,100,qwen3-30b,28,27,43,9,201,67526
gradio-app__gradio-1667,1,0.045433,5070.6,61,qwen3-30b,8,19,30,6,123,40565
psf__black-4176,1,0.038559,3825.3,53,qwen3-30b,9,10,30,3,107,34428
mikedh__trimesh-2136,1,0.038758,8651.3,44,qwen3-30b,4,16,21,2,89,34605
ImperialCollegeLondon__pycsvy-94,1,0.063306,2018.7,95,qwen3-30b,28,22,40,7,191,56523
UXARRAY__uxarray-325,0,0.056667,8432.6,59,qwen3-30b,6,17,32,2,119,50596
abhinavsingh__proxy.py-137,0,0.065379,4169.6,59,qwen3-30b,14,12,28,5,119,58374
jmcnamara__XlsxWriter-396,0,0.050464,5006.3,54,qwen3-30b,9,14,26,1,109,45057
Lucas-C__pre-commit-hooks-98,1,0.050222,7473.5,38,qwen3-30b,6,13,15,0,77,44841
sunpy__ndcube-447,0,0.035004,2404.1,59,qwen3-30b,13,11,31,1,119,31253
frictionlessdata__frictionless-py-611,1,0.052843,4289.2,57,qwen3-30b,11,14,28,2,115,47182
scikit-hep__hist-158,1,0.023353,4170.1,44,qwen3-30b,5,8,24,4,89,20851
bihealth__biomedsheets-27,1,0.046499,2594.8,54,qwen3-30b,16,12,23,10,109,41517
CrossGL__crosstl-63,0,0.054405,2857.4,69,qwen3-30b,17,16,32,4,139,48576
itamarst__crochet-109,1,0.065747,6522.5,60,qwen3-30b,9,15,32,3,121,58702
MushroomMaula__fastapi_login-81,0,0.050815,3240.8,59,qwen3-30b,14,14,23,4,119,45370
sunpy__sunpy-7024,0,0.050907,3496.3,64,qwen3-30b,13,16,30,7,129,45452
simonw__files-to-prompt-16,0,0.043185,3505.3,72,qwen3-30b,11,15,31,2,145,38558
datafolklabs__cement-559,1,0.046846,4182.7,58,qwen3-30b,10,8,35,3,117,41827
microsoft__debugpy-683,1,0.059045,3765.6,91,qwen3-30b,14,25,48,10,183,52719
numba__numba-5935,0,0.034784,2389.0,71,qwen3-30b,13,22,27,8,143,31058
lark-parser__lark-1120,1,0.031755,4050.4,68,qwen3-30b,7,20,38,6,137,28353
twisted__twisted-11970,0,0.04444,4959.9,80,qwen3-30b,8,14,53,6,161,39679
planetlabs__planet-client-python-900,1,0.065334,8333.4,64,qwen3-30b,7,11,39,2,129,58334
duo-labs__py_webauthn-120,1,0.022291,4975.8,36,qwen3-30b,4,10,19,1,73,19903
thammegowda__mtdata-45,1,0.069031,3852.2,62,qwen3-30b,16,13,29,4,125,61634
drhagen__parsita-87,1,0.053741,3998.6,65,qwen3-30b,12,19,30,5,131,47983
elastic__rally-1284,0,0.050677,7541.2,50,qwen3-30b,6,17,24,1,101,45247
en0__dnry-config-4,1,0.030923,6902.4,43,qwen3-30b,4,14,21,6,87,27610
GenericMappingTools__pygmt-619,0,0.062956,3122.8,95,qwen3-30b,18,28,42,4,191,56211
oauthlib__oauthlib-771,1,0.06387,8146.6,52,qwen3-30b,7,21,21,0,105,57026
networkx__networkx-5894,0,0.055803,2768.0,100,qwen3-30b,18,32,48,5,201,49824
python-pillow__Pillow-4625,1,0.048522,7220.5,37,qwen3-30b,6,9,18,4,75,43323
ReproNim__reproman-544,0,0.065861,2940.2,97,qwen3-30b,20,23,48,8,195,58804
CrepeGoat__FEHnt-10,0,0.045468,3690.6,50,qwen3-30b,11,13,21,2,101,40596
gradio-app__gradio-1667,1,0.058141,7415.9,76,qwen3-30b,7,29,37,5,153,51912
MatterMiners__tardis-119,0,0.055212,8216.0,51,qwen3-30b,6,15,25,0,103,49296
python-pillow__Pillow-8231,1,0.063907,11412.0,57,qwen3-30b,5,11,37,2,115,57060
RadioAstronomySoftwareGroup__pyuvdata-724,1,0.041875,7477.6,59,qwen3-30b,5,14,38,4,119,37388
nipype__pydra-614,0,0.030423,3395.5,52,qwen3-30b,8,12,27,0,105,27164
OpenMined__PySyft-2560,0,0.050898,3029.7,100,qwen3-30b,15,43,40,6,201,45445
typesafehub__conductr-cli-514,1,0.053992,6025.9,54,qwen3-30b,8,15,27,8,109,48207
numpy__numpydoc-111,0,0.03313,4930.0,40,qwen3-30b,6,9,20,5,81,29580
gradio-app__gradio-1667,1,0.047603,3863.9,74,qwen3-30b,11,20,39,9,149,42502
pypa__setuptools_scm-935,0,0.046158,5887.5,65,qwen3-30b,7,13,41,10,131,41213
dwavesystems__dwave-system-368,0,0.066357,7405.9,74,qwen3-30b,8,27,27,4,149,59247
tox-dev__tox-1983,0,0.041731,4139.9,79,qwen3-30b,9,18,48,5,159,37260
duckinator__emanate-152,1,0.031315,1997.1,51,qwen3-30b,14,12,22,1,103,27960
nipy__nipype-2490,0,0.030804,4584.0,45,qwen3-30b,6,10,26,10,91,27504
tophat__syrupy-621,1,0.073558,16419.2,45,qwen3-30b,4,13,19,1,91,65677
juju__python-libjuju-502,1,0.050923,7577.9,43,qwen3-30b,6,12,21,4,87,45467
Azure__WALinuxAgent-1865,0,0.03899,3164.8,70,qwen3-30b,11,20,32,4,141,34813
astropy__astroquery-2444,1,0.037568,4192.9,42,qwen3-30b,8,13,18,1,85,33543
Backblaze__B2_Command_Line_Tool-420,1,0.047326,4225.6,62,qwen3-30b,10,18,32,2,125,42256
AzureAD__microsoft-authentication-library-for-python-730,0,0.077936,3479.3,86,qwen3-30b,20,15,40,5,173,69586
hgrecco__pint-1600,0,0.073969,9434.9,75,qwen3-30b,7,22,43,2,151,66044
joke2k__faker-1937,1,0.025005,7442.1,33,qwen3-30b,3,7,19,2,67,22326
python-pillow__Pillow-5588,1,0.032916,5877.9,67,qwen3-30b,5,8,50,4,135,29389
lidatong__dataclasses-json-435,1,0.056372,5592.4,51,qwen3-30b,9,12,26,2,103,50332
omni-us__jsonargparse-363,1,0.051457,2418.1,99,qwen3-30b,19,26,51,6,199,45944
miurahr__aqtinstall-510,0,0.042519,7592.8,41,qwen3-30b,5,12,21,0,83,37964
stan-dev__pystan-327,1,0.045101,5752.6,45,qwen3-30b,7,10,25,3,91,40268
ansible__ansible-builder-627,0,0.058706,7488.0,63,qwen3-30b,7,15,35,2,127,52416
pypa__pip-11860,0,0.06665,8501.3,100,qwen3-30b,7,29,62,3,201,59509
python-cmd2__cmd2-595,1,0.056973,5652.1,77,qwen3-30b,9,15,45,0,155,50869
imageio__imageio-429,1,0.04571,4534.8,58,qwen3-30b,9,19,23,3,117,40813
conan-io__conan-4615,0,0.062175,5046.7,100,qwen3-30b,11,39,48,7,201,55513
tobymao__sqlglot-975,0,0.042015,1563.0,100,qwen3-30b,24,22,52,7,201,37513
sqlfluff__sqlfluff-505,0,0.056064,3337.2,69,qwen3-30b,15,15,36,5,139,50058
alchemistry__alchemlyb-275,1,0.075051,5154.6,80,qwen3-30b,13,14,39,4,161,67010
PrefectHQ__prefect-3643,0,0.084658,8398.6,72,qwen3-30b,9,23,35,3,147,75588
tornadoweb__tornado-2047,0,0.039442,5869.3,76,qwen3-30b,6,25,40,14,153,35216
cdriehuys__django-simple-email-auth-17,1,0.056405,3597.3,66,qwen3-30b,14,19,24,2,133,50362
RockefellerArchiveCenter__DACSspace-39,0,0.040254,4492.7,60,qwen3-30b,8,23,25,5,121,35941
mozilla__bleach-429,1,0.066973,5436.1,65,qwen3-30b,11,15,35,2,131,59797
googleapis__python-storage-392,1,0.088837,13219.8,63,qwen3-30b,6,18,35,6,127,79319
pysal__momepy-622,0,0.08212,4313.0,82,qwen3-30b,17,22,39,2,165,73321
runwayml__model-sdk-67,1,0.039823,3950.7,51,qwen3-30b,9,14,25,2,103,35556
model-bakers__model_bakery-480,1,0.083761,3561.3,100,qwen3-30b,21,34,43,5,201,74787
streamlink__streamlink-5774,0,0.046432,8291.4,43,qwen3-30b,5,8,27,1,87,41457
prjemian__spec2nexus-212,0,0.085063,6329.1,100,qwen3-30b,12,27,57,4,201,75949
maxfischer2781__asyncstdlib-150,0,0.05788,2246.9,84,qwen3-30b,23,22,35,1,169,51679
Textualize__textual-4103,1,0.052719,7845.1,56,qwen3-30b,6,14,31,1,113,47070
python-babel__babel-1100,1,0.073683,7309.8,57,qwen3-30b,9,13,31,4,115,65788
ithaka__apiron-99,0,0.031262,3489.0,56,qwen3-30b,8,14,21,0,113,27912
nosarthur__gita-96,0,0.046654,5950.7,50,qwen3-30b,7,9,22,0,101,41655
cevans87__atools-23,1,0.064394,9582.4,40,qwen3-30b,6,7,21,4,81,57494
scanapi__scanapi-173,1,0.025339,3770.6,36,qwen3-30b,6,9,17,0,73,22624
pri22296__beautifultable-111,1,0.060895,4530.9,78,qwen3-30b,12,25,38,5,157,54371
juanifioren__django-oidc-provider-329,0,0.126613,7065.4,67,qwen3-30b,16,15,27,6,135,113047
juju__python-libjuju-497,0,0.059697,13325.2,43,qwen3-30b,4,12,22,1,87,53301
borgbackup__borg-5713,0,0.051187,3515.6,84,qwen3-30b,13,22,46,5,169,45703
aws__aws-cli-7413,0,0.058845,8756.8,49,qwen3-30b,6,10,28,2,99,52540
psf__black-4222,0,0.05265,1880.4,100,qwen3-30b,25,19,52,3,201,47009
pymc-devs__pymc-7388,0,0.066347,2820.9,80,qwen3-30b,21,15,40,2,161,59239
nilearn__nilearn-5059,0,0.052331,2920.2,95,qwen3-30b,16,29,43,7,191,46724
ShawHahnLab__igseq-50,1,0.05113,5706.5,57,qwen3-30b,8,19,22,4,115,45652
qiboteam__qibo-443,1,0.065201,7276.9,71,qwen3-30b,8,18,41,2,143,58215
TTitcombe__PrivacyPanda-23,1,0.043563,5556.5,43,qwen3-30b,7,9,18,0,87,38896
canonical__operator-914,0,0.04614,5149.6,59,qwen3-30b,8,11,36,7,119,41196
pgmpy__pgmpy-1899,0,0.073907,9426.9,48,qwen3-30b,7,13,24,7,97,65988
getsentry__sentry-python-3501,0,0.05896,2632.2,100,qwen3-30b,20,45,32,2,201,52643
lundberg__respx-264,0,0.055825,2265.6,100,qwen3-30b,22,16,60,6,201,49844
regionmask__regionmask-267,1,0.063024,5115.5,61,qwen3-30b,11,10,36,0,123,56271
xonsh__xonsh-4920,0,0.042473,5417.5,66,qwen3-30b,7,28,27,9,133,37923
marshmallow-code__webargs-584,1,0.070622,6305.5,62,qwen3-30b,10,11,38,4,125,63055
zopefoundation__zope.sendmail-47,1,0.033597,2499.8,59,qwen3-30b,12,14,30,9,119,29997
model-bakers__model_bakery-417,1,0.046959,8385.5,39,qwen3-30b,5,8,23,1,79,41927
nipy__nipype-2595,0,0.074414,13288.3,51,qwen3-30b,5,12,31,2,103,66442
pythongssapi__requests-gssapi-16,0,0.055824,3560.2,52,qwen3-30b,14,14,18,15,105,49843
robotpy__robotpy-cppheaderparser-44,1,0.030551,5455.6,50,qwen3-30b,5,15,26,4,101,27278
addisonElliott__pyqt5ac-27,0,0.029853,8884.9,33,qwen3-30b,3,9,13,0,67,26655
alexander-akhmetov__python-telegram-208,0,0.050485,3467.4,64,qwen3-30b,13,24,23,3,129,45076
pybamm-team__PyBaMM-1020,0,0.050047,2792.8,62,qwen3-30b,16,17,25,1,125,44685
gerbenoostra__poetry-plugin-mono-repo-deps-24,1,0.075915,4518.7,82,qwen3-30b,15,25,32,4,165,67781
dr-prodigy__python-holidays-1325,1,0.053073,5923.3,53,qwen3-30b,8,14,27,4,107,47387
OSeMOSYS__otoole-168,1,0.057365,7317.0,59,qwen3-30b,7,16,33,1,119,51219
alvinwan__TexSoup-8,0,0.064852,2632.0,100,qwen3-30b,22,21,55,6,201,57904
pre-commit__pre-commit-1576,0,0.053725,5996.1,62,qwen3-30b,8,15,33,3,125,47969
TDAmeritrade__stumpy-583,1,0.057025,7273.6,54,qwen3-30b,7,20,24,1,109,50915
beeware__briefcase-955,0,0.05502,4093.8,61,qwen3-30b,12,16,29,8,123,49125
pypa__pip-4393,1,0.046761,10437.7,56,qwen3-30b,4,17,30,1,113,41751
python-pillow__Pillow-5665,1,0.053392,3972.6,58,qwen3-30b,12,17,26,4,117,47671
pennmem__cmlreaders-114,0,0.035418,2432.5,61,qwen3-30b,13,23,20,9,123,31623
MaxGhenis__synthimpute-33,1,0.047887,8551.2,37,qwen3-30b,5,11,15,2,75,42756
Duke-GCB__lando-155,0,0.063125,3315.4,100,qwen3-30b,17,31,44,1,201,56361
pre-commit__pre-commit-hooks-266,1,0.041149,4082.3,58,qwen3-30b,9,13,32,0,117,36740
snakemake__snakemake-469,1,0.02556,2852.6,53,qwen3-30b,8,10,32,3,107,22821
matthewwithanm__python-markdownify-171,1,0.050558,4103.8,53,qwen3-30b,11,16,21,0,107,45141
rabitt__pysox-104,1,0.037072,6619.9,32,qwen3-30b,5,9,15,4,65,33100
amueller__word_cloud-242,0,0.049968,3186.7,61,qwen3-30b,14,20,24,6,123,44614
matrix-org__synapse-4772,1,0.065031,5278.5,76,qwen3-30b,11,28,28,4,153,58064
dpkp__kafka-python-1312,0,0.070636,4204.5,96,qwen3-30b,15,37,41,13,193,63068
fsspec__filesystem_spec-1245,1,0.065857,11760.2,52,qwen3-30b,5,9,33,2,105,58801
karlicoss__promnesia-277,1,0.073174,6533.4,49,qwen3-30b,10,14,21,0,99,65334
stan-dev__cmdstanpy-731,0,0.053473,4774.4,67,qwen3-30b,10,14,39,5,135,47744
lipoja__URLExtract-134,1,0.079542,5072.9,90,qwen3-30b,14,26,46,4,181,71020
mwouts__jupytext-1180,0,0.05327,4323.8,78,qwen3-30b,11,20,43,3,157,47562
pre-commit__pre-commit-mirror-maker-64,1,0.072142,8051.5,49,qwen3-30b,8,12,22,0,99,64412
aio-libs__async-lru-506,0,0.0301,4479.2,36,qwen3-30b,6,7,20,6,73,26875
locustio__locust-1088,0,0.03894,3863.1,52,qwen3-30b,9,18,22,2,105,34768
Netflix-Skunkworks__policyuniverse-147,1,0.037682,4806.3,45,qwen3-30b,7,10,24,4,91,33644
dephell__dephell_specifier-8,0,0.042623,9514.0,33,qwen3-30b,4,6,19,0,67,38056
mozilla__bleach-302,1,0.053923,3209.7,83,qwen3-30b,15,13,50,3,167,48146
kjd__idna-83,1,0.042281,7550.1,50,qwen3-30b,5,14,28,19,101,37750
dwavesystems__dwave-cloud-client-386,1,0.060372,10780.6,43,qwen3-30b,5,11,23,2,87,53903
PlasmaPy__PlasmaPy-1430,0,0.024276,2709.4,46,qwen3-30b,8,12,23,0,93,21675
CrossGL__crosstl-68,0,0.065956,2944.5,76,qwen3-30b,20,26,25,6,153,58889
tobymao__sqlglot-4093,1,0.027898,6227.1,53,qwen3-30b,4,14,31,1,107,24908
matrix-org__synapse-13223,0,0.093028,5932.9,85,qwen3-30b,14,26,39,3,171,83061
youknowone__ring-80,0,0.07112,4233.3,69,qwen3-30b,15,20,32,2,139,63500
mit-ll-responsible-ai__hydra-zen-367,1,0.047178,5265.4,75,qwen3-30b,8,23,39,3,151,42123
sqlfluff__sqlfluff-866,0,0.041881,6232.3,64,qwen3-30b,6,11,43,2,129,37394
pre-commit__pre-commit-1359,0,0.048948,8740.8,50,qwen3-30b,5,10,23,12,101,43704
pyg-team__pytorch_geometric-8670,0,0.066058,5361.9,68,qwen3-30b,11,18,36,1,137,58980
oemof__oemof-solph-950,1,0.070792,5746.1,77,qwen3-30b,11,23,38,3,155,63208
beetbox__beets-3702,1,0.026804,2991.5,40,qwen3-30b,8,8,18,1,81,23932
geopandas__geopandas-3368,1,0.040019,2748.5,57,qwen3-30b,13,12,29,0,115,35731
Textualize__textual-1926,1,0.082534,5263.7,87,qwen3-30b,14,19,49,11,175,73692
sphinx-gallery__sphinx-gallery-922,0,0.05357,2517.4,100,qwen3-30b,19,32,45,1,201,47830
pre-commit__pre-commit-hooks-469,1,0.077796,6946.1,48,qwen3-30b,10,11,22,0,97,69461
sdepy__sdepy-13,1,0.040027,3249.0,54,qwen3-30b,11,9,31,0,109,35739
google__mobly-135,1,0.033341,4252.7,41,qwen3-30b,7,14,18,3,83,29769
run-llama__llama_deploy-356,1,0.063606,4368.5,67,qwen3-30b,13,13,35,2,135,56791
yukinarit__pyserde-44,0,0.063144,3132.2,78,qwen3-30b,18,20,37,3,157,56379
XKNX__xknx-182,0,0.042434,7577.6,39,qwen3-30b,5,7,23,6,79,37888
