instance_id,gold_pass,total_cost_usd,tokens_per_edit,loop_count,model_family,_n_edits,_n_reads,_n_bash,_total_tokens,_total_prompt_tokens,_total_completion_tokens
sympy__sympy-21847,0,0.456324,91264.0,16,gpt-4o,0,0,14,91264,0,0
sympy__sympy-24909,0,0.242835,48567.0,11,gpt-4o,0,0,9,48567,0,0
sympy__sympy-20322,0,1.667064,333412.0,31,gpt-4o,0,0,30,333412,0,0
sympy__sympy-20154,1,0.366318,73263.0,15,gpt-4o,0,0,13,73263,0,0
sympy__sympy-21612,0,1.582713,316542.0,31,gpt-4o,0,0,30,316542,0,0
django__django-11099,1,0.015382,3076.0,14,gpt-4o-mini,0,0,12,3076,0,0
django__django-12113,0,0.011442,2288.0,8,gpt-4o-mini,0,0,7,2288,0,0
django__django-12125,0,0.043364,8672.0,30,gpt-4o-mini,0,0,28,8672,0,0
sympy__sympy-20212,0,0.031938,6387.0,17,gpt-4o-mini,0,0,15,6387,0,0
django__django-14155,0,0.012578,2515.0,11,gpt-4o-mini,0,0,10,2515,0,0
django__django-13028,0,0.06525,13050.0,31,gpt-4o-mini,0,0,30,13050,0,0
django__django-11999,0,0.059321,11864.0,31,gpt-4o-mini,0,0,30,11864,0,0
django__django-13401,0,0.068882,13776.0,31,gpt-4o-mini,0,0,30,13776,0,0
django__django-11848,0,0.017198,3439.0,12,gpt-4o-mini,0,0,11,3439,0,0
sympy__sympy-22005,0,0.044597,8919.0,23,gpt-4o-mini,0,0,21,8919,0,0
pytest-dev__pytest-5413,0,0.004234,846.0,5,gpt-4o-mini,0,0,3,846,0,0
sympy__sympy-18057,0,0.03089,6177.0,20,gpt-4o-mini,0,0,19,6177,0,0
matplotlib__matplotlib-26011,0,0.118264,23652.0,31,gpt-4o-mini,0,0,30,23652,0,0
django__django-10924,0,0.082688,16537.0,31,gpt-4o-mini,0,0,30,16537,0,0
django__django-11049,0,0.096241,19248.0,31,gpt-4o-mini,0,0,30,19248,0,0
django__django-14752,1,0.033513,6702.0,18,gpt-4o-mini,0,0,17,6702,0,0
matplotlib__matplotlib-23299,0,0.103851,20770.0,31,gpt-4o-mini,0,0,30,20770,0,0
pydata__xarray-4248,0,0.110085,22017.0,31,gpt-4o-mini,0,0,30,22017,0,0
sympy__sympy-24152,0,0.010908,2181.0,9,gpt-4o-mini,0,0,8,2181,0,0
django__django-12908,0,0.05993,11986.0,31,gpt-4o-mini,0,0,30,11986,0,0
sympy__sympy-13773,0,0.008107,1621.0,8,gpt-4o-mini,0,0,7,1621,0,0
django__django-16255,1,0.033444,6688.0,19,gpt-4o-mini,0,0,17,6688,0,0
sphinx-doc__sphinx-8627,0,0.04809,9618.0,25,gpt-4o-mini,0,0,24,9618,0,0
scikit-learn__scikit-learn-11040,0,0.027559,5511.0,15,gpt-4o-mini,0,0,14,5511,0,0
sympy__sympy-13437,0,0.02219,4437.0,12,gpt-4o-mini,0,0,11,4437,0,0
pytest-dev__pytest-8906,0,0.078575,15715.0,30,gpt-4o-mini,0,0,28,15715,0,0
django__django-12856,0,0.058137,11627.0,31,gpt-4o-mini,0,0,30,11627,0,0
django__django-14382,1,0.118067,23613.0,31,gpt-4o-mini,0,0,30,23613,0,0
django__django-16400,0,0.052274,10454.0,31,gpt-4o-mini,0,0,30,10454,0,0
pylint-dev__pylint-7114,0,0.085654,17130.0,31,gpt-4o-mini,0,0,30,17130,0,0
scikit-learn__scikit-learn-13241,0,0.073908,14781.0,31,gpt-4o-mini,0,0,30,14781,0,0
matplotlib__matplotlib-23913,0,0.076149,15229.0,31,gpt-4o-mini,0,0,30,15229,0,0
pylint-dev__pylint-5859,0,0.089085,17816.0,31,gpt-4o-mini,0,0,30,17816,0,0
sphinx-doc__sphinx-8435,0,0.084015,16803.0,31,gpt-4o-mini,0,0,30,16803,0,0
django__django-16379,0,0.017621,3524.0,13,gpt-4o-mini,0,0,11,3524,0,0
matplotlib__matplotlib-26020,0,0.087512,17502.0,31,gpt-4o-mini,0,0,30,17502,0,0
astropy__astropy-14182,0,0.035136,7027.0,17,gpt-4o-mini,0,0,15,7027,0,0
matplotlib__matplotlib-24265,0,0.007701,1540.0,9,gpt-4o-mini,0,0,7,1540,0,0
django__django-14915,0,0.071001,14200.0,31,gpt-4o-mini,0,0,30,14200,0,0
psf__requests-3362,0,0.004666,933.0,6,gpt-4o-mini,0,0,4,933,0,0
psf__requests-863,1,0.010904,2180.0,11,gpt-4o-mini,0,0,9,2180,0,0
scikit-learn__scikit-learn-14894,0,0.026245,5249.0,14,gpt-4o-mini,0,0,13,5249,0,0
django__django-16910,0,0.062757,12551.0,31,gpt-4o-mini,0,0,30,12551,0,0
django__django-15061,0,0.075307,15061.0,31,gpt-4o-mini,0,0,30,15061,0,0
scikit-learn__scikit-learn-13497,0,0.028846,5769.0,16,gpt-4o-mini,0,0,15,5769,0,0
sympy__sympy-23117,0,0.012607,2521.0,10,gpt-4o-mini,0,0,9,2521,0,0
django__django-13158,0,0.056599,11319.0,31,gpt-4o-mini,0,0,30,11319,0,0
sympy__sympy-14308,0,0.086388,17277.0,31,gpt-4o-mini,0,0,30,17277,0,0
sympy__sympy-16503,0,0.135909,27181.0,31,gpt-4o-mini,0,0,30,27181,0,0
django__django-15996,0,0.056696,11339.0,27,gpt-4o-mini,0,0,25,11339,0,0
sympy__sympy-14817,0,0.035772,7154.0,17,gpt-4o-mini,0,0,15,7154,0,0
django__django-11620,0,0.100803,20160.0,31,gpt-4o-mini,0,0,30,20160,0,0
sympy__sympy-21627,0,0.073737,14747.0,31,gpt-4o-mini,0,0,29,14747,0,0
matplotlib__matplotlib-18869,0,0.004813,962.0,5,gpt-4o-mini,0,0,3,962,0,0
sympy__sympy-13480,0,0.011587,2317.0,10,gpt-4o-mini,0,0,9,2317,0,0
sympy__sympy-13647,0,0.061818,12363.0,27,gpt-4o-mini,0,0,26,12363,0,0
django__django-11133,0,0.054624,10924.0,31,gpt-4o-mini,0,0,30,10924,0,0
sympy__sympy-14396,0,0.087562,17512.0,31,gpt-4o-mini,0,0,30,17512,0,0
sympy__sympy-14774,1,0.035973,7194.0,22,gpt-4o-mini,0,0,20,7194,0,0
django__django-11905,0,0.024082,4816.0,14,gpt-4o-mini,0,0,13,4816,0,0
sympy__sympy-12236,0,0.106599,21319.0,31,gpt-4o-mini,0,0,30,21319,0,0
pallets__flask-5063,0,0.09689,19378.0,31,gpt-4o-mini,0,0,30,19378,0,0
matplotlib__matplotlib-23562,0,0.038574,7714.0,21,gpt-4o-mini,0,0,20,7714,0,0
sympy__sympy-14317,0,0.091876,18375.0,31,gpt-4o-mini,0,0,30,18375,0,0
sympy__sympy-23191,0,0.0256,5120.0,15,gpt-4o-mini,0,0,13,5120,0,0
sympy__sympy-15678,1,0.021823,4364.0,14,gpt-4o-mini,0,0,12,4364,0,0
django__django-14730,0,0.086087,17217.0,30,gpt-4o-mini,0,0,29,17217,0,0
sympy__sympy-24909,0,0.082029,16405.0,31,gpt-4o-mini,0,0,30,16405,0,0
django__django-13220,0,0.049716,9943.0,22,gpt-4o-mini,0,0,20,9943,0,0
django__django-15738,0,0.058251,11650.0,31,gpt-4o-mini,0,0,29,11650,0,0
django__django-13590,0,0.008533,1706.0,8,gpt-4o-mini,0,0,7,1706,0,0
scikit-learn__scikit-learn-10297,0,0.027412,5482.0,16,gpt-4o-mini,0,0,15,5482,0,0
sympy__sympy-15346,0,0.090763,18152.0,31,gpt-4o-mini,0,0,30,18152,0,0
django__django-16041,0,0.0823,16460.0,31,gpt-4o-mini,0,0,30,16460,0,0
sympy__sympy-21379,0,0.092163,18432.0,31,gpt-4o-mini,0,0,30,18432,0,0
sympy__sympy-13915,0,0.004712,942.0,6,gpt-4o-mini,0,0,4,942,0,0
django__django-14411,0,0.067143,13428.0,31,gpt-4o-mini,0,0,30,13428,0,0
sympy__sympy-16988,0,0.0953,19059.0,31,gpt-4o-mini,0,0,30,19059,0,0
pytest-dev__pytest-6116,0,0.062875,12574.0,29,gpt-4o-mini,0,0,27,12574,0,0
django__django-14238,0,0.056485,11296.0,31,gpt-4o-mini,0,0,30,11296,0,0
mwaskom__seaborn-3407,0,0.007607,1521.0,8,gpt-4o-mini,0,0,6,1521,0,0
django__django-14608,0,0.091057,18211.0,31,gpt-4o-mini,0,0,30,18211,0,0
sphinx-doc__sphinx-8595,0,0.021663,4332.0,17,gpt-4o-mini,0,0,15,4332,0,0
sympy__sympy-11400,0,0.087503,17500.0,31,gpt-4o-mini,0,0,30,17500,0,0
pylint-dev__pylint-7080,0,0.061469,12293.0,21,gpt-4o-mini,0,0,19,12293,0,0
django__django-13447,0,0.044935,8987.0,22,gpt-4o-mini,0,0,20,8987,0,0
matplotlib__matplotlib-23563,0,0.011506,2301.0,10,gpt-4o-mini,0,0,8,2301,0,0
django__django-15790,0,0.074171,14834.0,31,gpt-4o-mini,0,0,30,14834,0,0
django__django-16816,0,0.091366,18273.0,31,gpt-4o-mini,0,0,30,18273,0,0
pydata__xarray-4094,0,0.071107,14221.0,31,gpt-4o-mini,0,0,30,14221,0,0
django__django-13710,0,0.090454,18090.0,31,gpt-4o-mini,0,0,30,18090,0,0
django__django-11815,0,0.063863,12772.0,26,gpt-4o-mini,0,0,24,12772,0,0
pylint-dev__pylint-7228,0,0.100436,20087.0,31,gpt-4o-mini,0,0,30,20087,0,0
pytest-dev__pytest-7168,0,0.078388,15677.0,31,gpt-4o-mini,0,0,29,15677,0,0
matplotlib__matplotlib-22835,0,0.043637,8727.0,20,gpt-4o-mini,0,0,19,8727,0,0
django__django-11564,0,0.034965,6993.0,15,gpt-4o-mini,0,0,13,6993,0,0
astropy__astropy-6938,0,0.06257,12513.0,25,gpt-4o-mini,0,0,23,12513,0,0
matplotlib__matplotlib-24334,0,0.106473,21294.0,31,gpt-4o-mini,0,0,30,21294,0,0
sympy__sympy-21614,0,0.039764,7952.0,24,gpt-4o-mini,0,0,22,7952,0,0
django__django-11964,0,0.055732,11146.0,31,gpt-4o-mini,0,0,30,11146,0,0
sphinx-doc__sphinx-10325,0,0.082305,16460.0,29,gpt-4o-mini,0,0,28,16460,0,0
scikit-learn__scikit-learn-13584,1,0.02679,5358.0,15,gpt-4o-mini,0,0,13,5358,0,0
django__django-11001,0,0.03861,7722.0,23,gpt-4o-mini,0,0,22,7722,0,0
sphinx-doc__sphinx-8282,0,0.078462,15692.0,31,gpt-4o-mini,0,0,30,15692,0,0
scikit-learn__scikit-learn-14087,0,0.04197,8393.0,19,gpt-4o-mini,0,0,18,8393,0,0
astropy__astropy-14995,0,0.058219,11643.0,20,gpt-4o-mini,0,0,18,11643,0,0
pylint-dev__pylint-6506,0,0.099736,19947.0,31,gpt-4o-mini,0,0,30,19947,0,0
django__django-12983,0,0.043841,8768.0,24,gpt-4o-mini,0,0,22,8768,0,0
django__django-11179,0,0.114833,22966.0,31,gpt-4o-mini,0,0,30,22966,0,0
matplotlib__matplotlib-25079,0,0.10581,21161.0,31,gpt-4o-mini,0,0,30,21161,0,0
sympy__sympy-16106,0,0.084473,16894.0,31,gpt-4o-mini,0,0,30,16894,0,0
sympy__sympy-18835,0,0.032863,6572.0,21,gpt-4o-mini,0,0,19,6572,0,0
django__django-13448,0,0.09128,18255.0,31,gpt-4o-mini,0,0,30,18255,0,0
sympy__sympy-22840,0,0.032388,6477.0,16,gpt-4o-mini,0,0,14,6477,0,0
pytest-dev__pytest-7220,0,0.007595,1519.0,8,gpt-4o-mini,0,0,6,1519,0,0
django__django-12915,0,0.013528,2705.0,13,gpt-4o-mini,0,0,11,2705,0,0
sympy__sympy-24066,0,0.075703,15140.0,31,gpt-4o-mini,0,0,30,15140,0,0
django__django-13933,0,0.08815,17629.0,31,gpt-4o-mini,0,0,30,17629,0,0
matplotlib__matplotlib-24149,0,0.030752,6150.0,18,gpt-4o-mini,0,0,17,6150,0,0
sympy__sympy-16792,0,0.077235,15447.0,31,gpt-4o-mini,0,0,30,15447,0,0
pytest-dev__pytest-7373,1,0.075032,15006.0,31,gpt-4o-mini,0,0,30,15006,0,0
sphinx-doc__sphinx-8721,1,0.025908,5181.0,16,gpt-4o-mini,0,0,14,5181,0,0
matplotlib__matplotlib-23964,0,0.100036,20007.0,31,gpt-4o-mini,0,0,30,20007,0,0
sympy__sympy-17022,0,0.097592,19518.0,31,gpt-4o-mini,0,0,30,19518,0,0
django__django-13321,0,0.070159,14031.0,31,gpt-4o-mini,0,0,30,14031,0,0
sympy__sympy-15609,0,0.089191,17838.0,31,gpt-4o-mini,0,0,30,17838,0,0
pallets__flask-4045,0,0.08003,16005.0,28,gpt-4o-mini,0,0,26,16005,0,0
sphinx-doc__sphinx-11445,0,0.052337,10467.0,28,gpt-4o-mini,0,0,27,10467,0,0
scikit-learn__scikit-learn-15512,0,0.102813,20562.0,31,gpt-4o-mini,0,0,30,20562,0,0
matplotlib__matplotlib-25332,0,0.084541,16908.0,31,gpt-4o-mini,0,0,30,16908,0,0
scikit-learn__scikit-learn-14092,0,0.010528,2105.0,9,gpt-4o-mini,0,0,8,2105,0,0
sympy__sympy-17655,0,0.018154,3630.0,15,gpt-4o-mini,0,0,13,3630,0,0
matplotlib__matplotlib-25442,0,0.01936,3872.0,16,gpt-4o-mini,0,0,14,3872,0,0
django__django-15388,0,0.056047,11209.0,31,gpt-4o-mini,0,0,30,11209,0,0
sympy__sympy-24102,0,0.085212,17042.0,31,gpt-4o-mini,0,0,30,17042,0,0
django__django-11797,0,0.008536,1707.0,9,gpt-4o-mini,0,0,7,1707,0,0
django__django-14534,0,0.083552,16710.0,31,gpt-4o-mini,0,0,30,16710,0,0
django__django-11742,0,0.0129,2579.0,10,gpt-4o-mini,0,0,9,2579,0,0
scikit-learn__scikit-learn-10508,0,0.00377,754.0,5,gpt-4o-mini,0,0,3,754,0,0
pytest-dev__pytest-11143,0,0.016281,3256.0,13,gpt-4o-mini,0,0,11,3256,0,0
sphinx-doc__sphinx-8506,0,0.021661,4332.0,18,gpt-4o-mini,0,0,16,4332,0,0
sympy__sympy-19007,0,0.034829,6965.0,18,gpt-4o-mini,0,0,17,6965,0,0
sympy__sympy-15011,0,0.00474,947.0,6,gpt-4o-mini,0,0,4,947,0,0
sympy__sympy-13177,0,0.021227,4245.0,12,gpt-4o-mini,0,0,11,4245,0,0
sympy__sympy-18621,0,0.024526,4905.0,15,gpt-4o-mini,0,0,13,4905,0,0
sympy__sympy-21171,0,0.050448,10089.0,19,gpt-4o-mini,0,0,17,10089,0,0
sympy__sympy-20442,0,0.082108,16421.0,31,gpt-4o-mini,0,0,29,16421,0,0
django__django-11283,0,0.016705,3341.0,13,gpt-4o-mini,0,0,12,3341,0,0
django__django-11583,0,0.057897,11579.0,31,gpt-4o-mini,0,0,30,11579,0,0
sympy__sympy-19254,0,0.079282,15856.0,31,gpt-4o-mini,0,0,30,15856,0,0
matplotlib__matplotlib-22711,0,0.083866,16773.0,31,gpt-4o-mini,0,0,30,16773,0,0
django__django-14997,0,0.057306,11461.0,31,gpt-4o-mini,0,0,30,11461,0,0
sympy__sympy-18199,0,0.010429,2085.0,10,gpt-4o-mini,0,0,8,2085,0,0
sympy__sympy-15308,0,0.077775,15554.0,31,gpt-4o-mini,0,0,30,15554,0,0
django__django-15400,0,0.013253,2650.0,10,gpt-4o-mini,0,0,8,2650,0,0
django__django-12286,0,0.027401,5480.0,20,gpt-4o-mini,0,0,18,5480,0,0
sympy__sympy-13471,0,0.01762,3524.0,12,gpt-4o-mini,0,0,10,3524,0,0
pytest-dev__pytest-5495,0,0.005379,1075.0,7,gpt-4o-mini,0,0,5,1075,0,0
scikit-learn__scikit-learn-15535,0,0.013276,2655.0,12,gpt-4o-mini,0,0,10,2655,0,0
sympy__sympy-18698,0,0.111105,22220.0,31,gpt-4o-mini,0,0,30,22220,0,0
sympy__sympy-12419,0,0.045736,9147.0,25,gpt-4o-mini,0,0,24,9147,0,0
pytest-dev__pytest-8365,0,0.020164,4032.0,15,gpt-4o-mini,0,0,14,4032,0,0
sympy__sympy-23262,0,0.096177,19235.0,31,gpt-4o-mini,0,0,30,19235,0,0
mwaskom__seaborn-2848,0,0.110261,22052.0,31,gpt-4o-mini,0,0,30,22052,0,0
scikit-learn__scikit-learn-13142,0,0.082826,16565.0,31,gpt-4o-mini,0,0,30,16565,0,0
sympy__sympy-15345,0,0.105984,21196.0,31,gpt-4o-mini,0,0,30,21196,0,0
django__django-15814,0,0.073049,14609.0,31,gpt-4o-mini,0,0,29,14609,0,0
pylint-dev__pylint-7993,0,0.007891,1578.0,9,gpt-4o-mini,0,0,7,1578,0,0
sympy__sympy-13031,0,0.008689,1737.0,9,gpt-4o-mini,0,0,7,1737,0,0
django__django-15851,0,0.083473,16694.0,31,gpt-4o-mini,0,0,30,16694,0,0
sympy__sympy-18532,0,0.076492,15298.0,31,gpt-4o-mini,0,0,30,15298,0,0
matplotlib__matplotlib-25498,0,0.011805,2361.0,11,gpt-4o-mini,0,0,9,2361,0,0
django__django-15695,0,0.068098,13619.0,31,gpt-4o-mini,0,0,30,13619,0,0
django__django-15252,0,0.069079,13815.0,31,gpt-4o-mini,0,0,30,13815,0,0
django__django-13315,0,0.071293,14258.0,31,gpt-4o-mini,0,0,30,14258,0,0
psf__requests-2148,0,0.066498,13299.0,31,gpt-4o-mini,0,0,30,13299,0,0
matplotlib__matplotlib-25311,0,0.005507,1101.0,7,gpt-4o-mini,0,0,5,1101,0,0
psf__requests-1963,0,0.02283,4565.0,16,gpt-4o-mini,0,0,14,4565,0,0
django__django-15347,1,0.065873,13174.0,31,gpt-4o-mini,0,0,30,13174,0,0
pydata__xarray-4493,0,0.085744,17148.0,31,gpt-4o-mini,0,0,30,17148,0,0
sympy__sympy-20322,0,0.055615,11122.0,31,gpt-4o-mini,0,0,29,11122,0,0
django__django-12497,0,0.073378,14675.0,31,gpt-4o-mini,0,0,30,14675,0,0
django__django-15789,1,0.016703,3340.0,13,gpt-4o-mini,0,0,11,3340,0,0
django__django-13925,0,0.008097,1619.0,9,gpt-4o-mini,0,0,7,1619,0,0
astropy__astropy-7746,0,0.065765,13153.0,24,gpt-4o-mini,0,0,22,13153,0,0
django__django-13768,0,0.087128,17425.0,31,gpt-4o-mini,0,0,30,17425,0,0
sympy__sympy-22714,1,0.023771,4754.0,17,gpt-4o-mini,0,0,15,4754,0,0
sympy__sympy-21612,0,0.087186,17437.0,31,gpt-4o-mini,0,0,29,17437,0,0
scikit-learn__scikit-learn-13779,0,0.01861,3721.0,14,gpt-4o-mini,0,0,13,3721,0,0
sympy__sympy-11897,0,0.100201,20040.0,31,gpt-4o-mini,0,0,30,20040,0,0
sphinx-doc__sphinx-10451,0,0.099893,19978.0,31,gpt-4o-mini,0,0,30,19978,0,0
sympy__sympy-21055,0,0.070411,14082.0,31,gpt-4o-mini,0,0,30,14082,0,0
django__django-14999,0,0.089314,17862.0,31,gpt-4o-mini,0,0,30,17862,0,0
django__django-16229,0,0.087388,17477.0,31,gpt-4o-mini,0,0,30,17477,0,0
django__django-11422,0,0.007177,1435.0,8,gpt-4o-mini,0,0,6,1435,0,0
django__django-17087,0,0.080301,16060.0,28,gpt-4o-mini,0,0,27,16060,0,0
django__django-14855,1,0.058118,11623.0,31,gpt-4o-mini,0,0,29,11623,0,0
sphinx-doc__sphinx-8273,0,0.03017,6034.0,15,gpt-4o-mini,0,0,13,6034,0,0
django__django-13230,0,0.015678,3135.0,13,gpt-4o-mini,0,0,11,3135,0,0
sphinx-doc__sphinx-8801,0,0.119978,23995.0,31,gpt-4o-mini,0,0,30,23995,0,0
django__django-16873,0,0.052889,10577.0,31,gpt-4o-mini,0,0,30,10577,0,0
django__django-13658,1,0.037229,7445.0,22,gpt-4o-mini,0,0,20,7445,0,0
pytest-dev__pytest-11148,0,0.027413,5482.0,19,gpt-4o-mini,0,0,17,5482,0,0
django__django-14580,0,0.017288,3457.0,12,gpt-4o-mini,0,0,10,3457,0,0
pydata__xarray-5131,0,0.073948,14789.0,31,gpt-4o-mini,0,0,30,14789,0,0
django__django-12184,0,0.046973,9394.0,20,gpt-4o-mini,0,0,19,9394,0,0
django__django-11019,0,0.061399,12279.0,31,gpt-4o-mini,0,0,30,12279,0,0
django__django-16046,1,0.003805,760.0,5,gpt-4o-mini,0,0,3,760,0,0
django__django-12708,0,0.108297,21659.0,31,gpt-4o-mini,0,0,30,21659,0,0
sympy__sympy-13146,0,0.047979,9595.0,31,gpt-4o-mini,0,0,30,9595,0,0
django__django-14787,0,0.023004,4600.0,14,gpt-4o-mini,0,0,13,4600,0,0
matplotlib__matplotlib-23314,0,0.009466,1893.0,10,gpt-4o-mini,0,0,8,1893,0,0
sympy__sympy-13043,0,0.016391,3278.0,12,gpt-4o-mini,0,0,10,3278,0,0
sympy__sympy-11870,0,0.073468,14693.0,31,gpt-4o-mini,0,0,30,14693,0,0
scikit-learn__scikit-learn-25638,0,0.071119,14223.0,30,gpt-4o-mini,0,0,29,14223,0,0
pytest-dev__pytest-5227,1,0.017012,3402.0,13,gpt-4o-mini,0,0,11,3402,0,0
mwaskom__seaborn-3190,0,0.073714,14742.0,25,gpt-4o-mini,0,0,24,14742,0,0
sympy__sympy-20639,0,0.092308,18461.0,31,gpt-4o-mini,0,0,30,18461,0,0
django__django-15320,0,0.07247,14493.0,31,gpt-4o-mini,0,0,29,14493,0,0
pytest-dev__pytest-5692,0,0.047118,9423.0,31,gpt-4o-mini,0,0,30,9423,0,0
psf__requests-2674,0,0.064673,12934.0,31,gpt-4o-mini,0,0,30,12934,0,0
django__django-15781,0,0.043392,8678.0,31,gpt-4o-mini,0,0,30,8678,0,0
matplotlib__matplotlib-24970,0,0.09413,18826.0,31,gpt-4o-mini,0,0,30,18826,0,0
sphinx-doc__sphinx-7975,0,0.096905,19380.0,31,gpt-4o-mini,0,0,30,19380,0,0
django__django-12284,0,0.063365,12672.0,31,gpt-4o-mini,0,0,30,12672,0,0
astropy__astropy-12907,0,0.019705,3940.0,15,gpt-4o-mini,0,0,13,3940,0,0
sympy__sympy-17630,0,0.071093,14218.0,26,gpt-4o-mini,0,0,25,14218,0,0
django__django-12700,0,0.009181,1836.0,9,gpt-4o-mini,0,0,8,1836,0,0
django__django-15213,0,0.07858,15716.0,31,gpt-4o-mini,0,0,30,15716,0,0
sphinx-doc__sphinx-7686,0,0.01013,2025.0,10,gpt-4o-mini,0,0,8,2025,0,0
django__django-13660,0,0.005525,1105.0,5,gpt-4o-mini,0,0,3,1105,0,0
django__django-16527,1,0.12541,25082.0,31,gpt-4o-mini,0,0,30,25082,0,0
django__django-15202,0,0.010513,2102.0,10,gpt-4o-mini,0,0,8,2102,0,0
matplotlib__matplotlib-23476,0,0.072199,14439.0,27,gpt-4o-mini,0,0,25,14439,0,0
matplotlib__matplotlib-25433,0,0.003758,751.0,5,gpt-4o-mini,0,0,3,751,0,0
sympy__sympy-20154,0,0.094138,18827.0,31,gpt-4o-mini,0,0,30,18827,0,0
scikit-learn__scikit-learn-25747,0,0.075785,15157.0,31,gpt-4o-mini,0,0,30,15157,0,0
pytest-dev__pytest-7490,0,0.049176,9835.0,19,gpt-4o-mini,0,0,17,9835,0,0
sphinx-doc__sphinx-8713,1,0.080807,16161.0,31,gpt-4o-mini,0,0,30,16161,0,0
pytest-dev__pytest-7432,0,0.017107,3421.0,11,gpt-4o-mini,0,0,10,3421,0,0
django__django-14672,0,0.125079,25015.0,31,gpt-4o-mini,0,0,30,25015,0,0
sympy__sympy-18189,0,0.027456,5491.0,21,gpt-4o-mini,0,0,19,5491,0,0
sphinx-doc__sphinx-7738,0,0.062128,12425.0,31,gpt-4o-mini,0,0,30,12425,0,0
django__django-14667,0,0.06291,12582.0,25,gpt-4o-mini,0,0,24,12582,0,0
pytest-dev__pytest-5221,0,0.007241,1448.0,8,gpt-4o-mini,0,0,6,1448,0,0
pytest-dev__pytest-9359,0,0.012686,2537.0,12,gpt-4o-mini,0,0,10,2537,0,0
django__django-12747,0,0.080464,16092.0,31,gpt-4o-mini,0,0,30,16092,0,0
psf__requests-2317,0,0.025266,5053.0,18,gpt-4o-mini,0,0,16,5053,0,0
django__django-15819,0,0.009365,1873.0,7,gpt-4o-mini,0,0,5,1873,0,0
django__django-13551,0,0.071816,14363.0,31,gpt-4o-mini,0,0,30,14363,0,0
django__django-12589,0,0.058156,11631.0,31,gpt-4o-mini,0,0,30,11631,0,0
astropy__astropy-14365,0,0.028133,5626.0,19,gpt-4o-mini,0,0,17,5626,0,0
sympy__sympy-20590,0,0.003538,707.0,5,gpt-4o-mini,0,0,3,707,0,0
sympy__sympy-12454,0,0.033743,6748.0,18,gpt-4o-mini,0,0,16,6748,0,0
django__django-16595,0,0.066079,13215.0,27,gpt-4o-mini,0,0,26,13215,0,0
sympy__sympy-12481,0,0.016219,3243.0,12,gpt-4o-mini,0,0,11,3243,0,0
scikit-learn__scikit-learn-13496,0,0.020313,4062.0,12,gpt-4o-mini,0,0,10,4062,0,0
matplotlib__matplotlib-23987,0,0.090708,18141.0,29,gpt-4o-mini,0,0,28,18141,0,0
scikit-learn__scikit-learn-25500,0,0.04522,9043.0,20,gpt-4o-mini,0,0,18,9043,0,0
sympy__sympy-21847,0,0.045329,9065.0,21,gpt-4o-mini,0,0,20,9065,0,0
django__django-16139,1,0.075137,15027.0,31,gpt-4o-mini,0,0,29,15027,0,0
scikit-learn__scikit-learn-25570,0,0.067778,13555.0,27,gpt-4o-mini,0,0,26,13555,0,0
mwaskom__seaborn-3010,0,0.012839,2567.0,9,gpt-4o-mini,0,0,8,2567,0,0
django__django-13757,0,0.065938,13187.0,31,gpt-4o-mini,0,0,30,13187,0,0
sympy__sympy-14024,0,0.096115,19223.0,31,gpt-4o-mini,0,0,29,19223,0,0
django__django-17051,0,0.087145,17429.0,31,gpt-4o-mini,0,0,30,17429,0,0
django__django-16820,0,0.073383,14676.0,31,gpt-4o-mini,0,0,30,14676,0,0
sympy__sympy-19487,0,0.075532,15106.0,31,gpt-4o-mini,0,0,30,15106,0,0
pallets__flask-4992,0,0.049175,9835.0,25,gpt-4o-mini,0,0,23,9835,0,0
django__django-14017,0,0.038823,7764.0,26,gpt-4o-mini,0,0,24,7764,0,0
pytest-dev__pytest-5103,0,0.094098,18819.0,31,gpt-4o-mini,0,0,30,18819,0,0
sympy__sympy-13895,0,0.094316,18863.0,31,gpt-4o-mini,0,0,30,18863,0,0
django__django-11039,0,0.068041,13608.0,31,gpt-4o-mini,0,0,29,13608,0,0
scikit-learn__scikit-learn-11281,0,0.056443,11288.0,24,gpt-4o-mini,0,0,22,11288,0,0
sphinx-doc__sphinx-8474,0,0.090078,18015.0,31,gpt-4o-mini,0,0,30,18015,0,0
django__django-15498,1,0.082595,16518.0,31,gpt-4o-mini,0,0,30,16518,0,0
django__django-14016,0,0.054953,10990.0,31,gpt-4o-mini,0,0,30,10990,0,0
django__django-10914,1,0.076997,15399.0,31,gpt-4o-mini,0,0,30,15399,0,0
scikit-learn__scikit-learn-12471,0,0.102284,20456.0,31,gpt-4o-mini,0,0,30,20456,0,0
pydata__xarray-3364,0,0.017243,3448.0,14,gpt-4o-mini,0,0,13,3448,0,0
django__django-11630,0,0.062577,12515.0,31,gpt-4o-mini,0,0,30,12515,0,0
django__django-13265,0,0.071606,14321.0,31,gpt-4o-mini,0,0,30,14321,0,0
sympy__sympy-18087,0,0.048404,9680.0,19,gpt-4o-mini,0,0,18,9680,0,0
django__django-11910,0,0.048934,9786.0,31,gpt-4o-mini,0,0,30,9786,0,0
sympy__sympy-13971,0,0.118354,23670.0,31,gpt-4o-mini,0,0,30,23670,0,0
sympy__sympy-20049,0,0.041595,8319.0,20,gpt-4o-mini,0,0,19,8319,0,0
django__django-15902,0,0.078029,15605.0,31,gpt-4o-mini,0,0,30,15605,0,0
